model_name,total_params,use_archer,device_memory_ratio,dataset_name,dataset_size,dataset_size_after_filter_wrt_input_len,src_lang,tgt_lang,batch_size,beam_size,max_gen_length,max_input_seq_length,tokenizer_padding_setting,sacrebleu,spBleu,chrf,chrfpp,meteor,gen_len,encoder_latency_s,decoder_latency_s,encoder_throughput,decoder_throughput
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,2,512,10,pad_to_max_length,33.101902149004324,37.72511721941725,56.89968082362926,54.7134800073602,0.5724306918316433,16.09718309859155,0.005565530934330522,0.005988104183966979,1563013.4,1908617.4269647652
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,4,512,10,pad_to_max_length,32.90867615700997,37.74844764280379,56.77766521473762,54.569931875037724,0.5718221847157128,16.25774647887324,0.005893453813927287,0.0059672364250969905,1476044.4,1934396.2896211846
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,1,64,10,do_not_pad,31.508888342601296,35.95528265765731,55.63493605653706,53.47179690535606,0.5614375509084782,15.86338028169014,0.005122969281333256,0.006068265947814024,1698038.6,1856049.1739913407
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,2,64,10,do_not_pad,33.101902149004324,37.72511721941725,56.89968082362926,54.7134800073602,0.5724306918316433,16.09718309859155,0.005313736518197031,0.005987469362495388,1637077.9,1908819.7881377975
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,4,64,10,do_not_pad,32.90867615700997,37.74844764280379,56.77766521473762,54.569931875037724,0.5718221847157128,16.25774647887324,0.0053711718090040045,0.006002745597642125,1619572.0,1922953.3906174672
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,1,128,10,do_not_pad,31.508888342601296,35.95528265765731,55.63493605653706,53.47179690535606,0.5614375509084782,15.86338028169014,0.005022898245521813,0.00604688013792805,1731868.6,1862613.404448801
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,2,128,10,do_not_pad,33.101902149004324,37.72511721941725,56.89968082362926,54.7134800073602,0.5724306918316433,16.09718309859155,0.005344478747523961,0.006017607720932763,1627661.0,1899259.7274566847
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,4,128,10,do_not_pad,32.90867615700997,37.74844764280379,56.77766521473762,54.569931875037724,0.5718221847157128,16.25774647887324,0.0053488867782541735,0.005968000155738424,1626319.8,1934148.7430929495
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,1,256,10,do_not_pad,31.508888342601296,35.95528265765731,55.63493605653706,53.47179690535606,0.5614375509084782,15.86338028169014,0.0053117332534621175,0.006052332587655912,1637695.2,1860935.4057923965
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,2,256,10,do_not_pad,33.101902149004324,37.72511721941725,56.89968082362926,54.7134800073602,0.5724306918316433,16.09718309859155,0.005416267379389469,0.005962697304072302,1606087.5,1916749.9903431982
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,4,256,10,do_not_pad,32.90867615700997,37.74844764280379,56.77766521473762,54.569931875037724,0.5718221847157128,16.25774647887324,0.005808954248609709,0.005911692883238124,1497515.6,1952570.9856695624
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,1,512,10,do_not_pad,31.508888342601296,35.95528265765731,55.63493605653706,53.47179690535606,0.5614375509084782,15.86338028169014,0.005074407227094352,0.005846357121838398,1714288.9,1926498.803490528
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,2,512,10,do_not_pad,33.101902149004324,37.72511721941725,56.89968082362926,54.7134800073602,0.5724306918316433,16.09718309859155,0.005461041926932669,0.005866690000734495,1592919.5,1948117.2515624855
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,710,en,fr,32,4,512,10,do_not_pad,32.90867615700997,37.74844764280379,56.77766521473762,54.569931875037724,0.5718221847157128,16.25774647887324,0.005404051423639661,0.005883391371923747,1609718.2,1961963.6482258495
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,1,64,30,pad_to_max_length,33.465918150502546,37.534893345686655,57.955940685056476,55.85243880146954,0.5838036575802354,29.9314807765512,0.005404473663902384,0.005792091328459165,11560793.0,13575407.48945985
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,2,64,30,pad_to_max_length,34.2208467467558,38.50748929598543,58.5876268211634,56.45935722471446,0.5891363379769984,30.41492196421774,0.005397398630718097,0.005775672360263338,11575947.0,13833887.2110739
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,4,64,30,pad_to_max_length,34.40081959293404,38.867153800270586,58.74908263263821,56.61770289644223,0.5910043799304233,30.60753711457937,0.006316928490323062,0.0058803693793512786,9890883.0,13673630.823659308
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,1,128,30,pad_to_max_length,33.47691866755413,37.54471787673362,57.96472465446131,55.862341879924806,0.5838832847925555,29.941377997716025,0.0056804233701921525,0.006047672411053084,10999181.0,13005995.472943217
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,2,128,30,pad_to_max_length,34.24097321808921,38.518152792757554,58.60067099392185,56.47299458414932,0.589236358254825,30.425580510087553,0.005659488557153383,0.005952438919494369,11039867.0,13427773.233965332
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,4,128,30,pad_to_max_length,34.421084351952814,38.8791583239043,58.763495835355975,56.63250772858062,0.591113723123375,30.620860296916636,0.006350186835772435,0.005960088497988253,9839081.0,13496611.673996413
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,1,256,30,pad_to_max_length,33.47691866755413,37.54471787673362,57.96472465446131,55.862341879924806,0.5838832847925555,29.941377997716025,0.005597052938607751,0.005929028968163562,11163017.0,13266253.280655272
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,2,256,30,pad_to_max_length,34.24097321808921,38.518152792757554,58.60067099392185,56.47299458414932,0.589236358254825,30.425580510087553,0.005532222194036039,0.005902083503944915,11293834.0,13542336.354031019
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,4,256,30,pad_to_max_length,34.421084351952814,38.8791583239043,58.763495835355975,56.63250772858062,0.591113723123375,30.620860296916636,0.006417009320267125,0.005851924166260588,9736623.0,13746076.967945782
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,1,512,30,pad_to_max_length,33.47691866755413,37.54471787673362,57.96472465446131,55.862341879924806,0.5838832847925555,29.941377997716025,0.0054005666787410225,0.00587565177574567,11569155.0,13386770.1834692
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,2,512,30,pad_to_max_length,34.24097321808921,38.518152792757554,58.60067099392185,56.47299458414932,0.589236358254825,30.425580510087553,0.00571455698774517,0.005857840701178976,10933480.0,13644618.226629708
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,4,512,30,pad_to_max_length,34.421084351952814,38.8791583239043,58.763495835355975,56.63250772858062,0.591113723123375,30.620860296916636,0.006361532692674005,0.005854779150177165,9821533.0,13739373.926267717
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,1,64,30,do_not_pad,33.465918150502546,37.534893345686655,57.955940685056476,55.85243880146954,0.5838036575802354,29.9314807765512,0.005588274033942092,0.005898885961134272,11180555.0,13329635.547807837
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,2,64,30,do_not_pad,34.2208467467558,38.50748929598543,58.5876268211634,56.45935722471446,0.5891363379769984,30.41492196421774,0.005746265856481772,0.005828157161770698,10873148.0,13709307.724935297
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,4,64,30,do_not_pad,34.40081959293404,38.867153800270586,58.74908263263821,56.61770289644223,0.5910043799304233,30.60753711457937,0.00626595164312561,0.005829186920659896,9971350.0,13793690.457072804
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,1,128,30,do_not_pad,33.47691866755413,37.54471787673362,57.96472465446131,55.862341879924806,0.5838832847925555,29.941377997716025,0.005637491332277247,0.005967700351886567,11082944.0,13180286.435650963
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,2,128,30,do_not_pad,34.24097321808921,38.518152792757554,58.60067099392185,56.47299458414932,0.589236358254825,30.425580510087553,0.0058263162352952215,0.005901208862395157,10723757.0,13544343.517365215
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,4,128,30,do_not_pad,34.421084351952814,38.8791583239043,58.763495835355975,56.63250772858062,0.591113723123375,30.620860296916636,0.006747378863910367,0.00589018576066336,9259892.0,13656784.907737892
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,1,256,30,do_not_pad,33.47691866755413,37.54471787673362,57.96472465446131,55.862341879924806,0.5838832847925555,29.941377997716025,0.005798830258020385,0.005878572496007295,10774587.0,13380119.07710977
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,2,256,30,do_not_pad,34.24097321808921,38.518152792757554,58.60067099392185,56.47299458414932,0.589236358254825,30.425580510087553,0.005565157213461456,0.005770194922051452,11226996.0,13851871.744322903
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,4,256,30,do_not_pad,34.421084351952814,38.8791583239043,58.763495835355975,56.63250772858062,0.591113723123375,30.620860296916636,0.0063149289070930995,0.0057478031489869,9894014.0,13995086.10766853
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,1,512,30,do_not_pad,33.47691866755413,37.54471787673362,57.96472465446131,55.862341879924806,0.5838832847925555,29.941377997716025,0.005352267151114933,0.005768106414259108,11673558.0,13636364.233079612
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,2,512,30,do_not_pad,34.24097321808921,38.518152792757554,58.60067099392185,56.47299458414932,0.589236358254825,30.425580510087553,0.005611540469150174,0.005823743710933242,11134198.0,13724505.05504675
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,2627,en,fr,32,4,512,30,do_not_pad,34.421084351952814,38.8791583239043,58.763495835355975,56.63250772858062,0.591113723123375,30.620860296916636,0.00636760398453792,0.005814916226588078,9812169.0,13833561.287124343
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,1,64,-1,pad_to_max_length,32.39890080156424,36.274831181273406,56.82910455748424,54.72441849866306,0.5767880957975333,33.765,0.0057661027048139316,0.00578610936734745,14530785.0,17506582.32829724
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,2,64,-1,pad_to_max_length,33.020262296421976,37.115202046734886,57.369262798251995,55.239541237930645,0.5815893821709466,34.242,0.005865902605248522,0.005779415789520758,14283565.0,17774460.90420815
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,4,64,-1,pad_to_max_length,33.19375724708997,37.46626951916247,57.553548944564504,55.41708547527847,0.5834834099936147,34.42733333333333,0.00797006423694096,0.005792795235877165,10512588.0,17829389.059073254
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,1,128,-1,pad_to_max_length,33.636512597182,37.72440400395386,58.47960081158432,56.319604105848576,0.585460569132534,35.034,0.006054828877243702,0.005961099632487931,13837881.0,17631310.744614165
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,2,128,-1,pad_to_max_length,34.356153636935126,38.65923024844456,59.10234578113829,56.91593585399502,0.590740671055063,35.57566666666666,0.00575223295612533,0.005882170797333498,14565822.0,18144151.823741913
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,4,128,-1,pad_to_max_length,34.51513009561143,39.00551302993312,59.290879721879506,57.09565854011163,0.5926065327070117,35.789,0.010549812954156907,0.005780536073416978,7941942.0,18573882.87805173
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,1,256,-1,pad_to_max_length,33.654740028350794,37.7505798987038,58.5087432882917,56.34718173104817,0.5855555907934973,35.06,0.005988335286445392,0.005912284884174111,13991535.0,17790076.43585372
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,2,256,-1,pad_to_max_length,34.377132515264435,38.688755404601686,59.13416561559177,56.947265630061615,0.5908611395212024,35.60366666666667,0.00603421077756404,0.005826419807079133,13885163.0,18332184.006072484
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,4,256,-1,pad_to_max_length,34.53439601912028,39.03223550535246,59.3213759502832,57.12510288178494,0.5927057819951553,35.815666666666665,0.010673452713625818,0.0060206243038225925,7849943.0,17846488.10120574
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,1,512,-1,pad_to_max_length,33.654740028350794,37.7505798987038,58.5087432882917,56.34718173104817,0.5855555907934973,35.06,0.005637543266044598,0.006014241379347324,14862148.0,17488489.96336996
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,2,512,-1,pad_to_max_length,34.377132515264435,38.688755404601686,59.13416561559177,56.947265630061615,0.5908611395212024,35.60366666666667,0.005656965505430786,0.005795560787752772,14811121.0,18429795.478241537
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,4,512,-1,pad_to_max_length,34.53439601912028,39.03223550535246,59.3213759502832,57.12510288178494,0.5927057819951553,35.815666666666665,0.010753161642957981,0.005944972402532135,7791755.5,18073591.048839055
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,1,64,-1,do_not_pad,32.39890080156424,36.274831181273406,56.82910455748424,54.72441849866306,0.5767880957975333,33.765,0.005659690612253305,0.005847614527659464,14803990.0,17322448.242932286
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,2,64,-1,do_not_pad,33.020262296421976,37.115202046734886,57.369262798251995,55.239541237930645,0.5815893821709466,34.242,0.006073969510443301,0.0058770122752896435,13794274.0,17479289.67783843
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,4,64,-1,do_not_pad,33.19375724708997,37.46626951916247,57.553548944564504,55.41708547527847,0.5834834099936147,34.42733333333333,0.008298968921038968,0.005943986869352852,10095953.0,17375879.568732083
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,1,128,-1,do_not_pad,33.636512597182,37.72440400395386,58.47960081158432,56.319604105848576,0.585460569132534,35.034,0.005563786711563559,0.005899416841541568,15059168.0,17815659.212264773
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,2,128,-1,do_not_pad,34.356153636935126,38.65923024844456,59.10234578113829,56.91593585399502,0.590740671055063,35.57566666666666,0.005580214667133938,0.005861309146758171,15014834.0,18208730.733650107
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,4,128,-1,do_not_pad,34.51513009561143,39.00551302993312,59.290879721879506,57.09565854011163,0.5926065327070117,35.789,0.011183850217035905,0.005975633458098876,7491695.0,17967467.508316413
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,1,256,-1,do_not_pad,33.654740028350794,37.7505798987038,58.5087432882917,56.34718173104817,0.5855555907934973,35.06,0.005366954697355418,0.005702908000715201,15611461.0,18443222.297608413
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,2,256,-1,do_not_pad,34.377132515264435,38.688755404601686,59.13416561559177,56.947265630061615,0.5908611395212024,35.60366666666667,0.005518933507970467,0.005833660161445118,15181556.0,18309431.307966474
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,4,256,-1,do_not_pad,34.53439601912028,39.03223550535246,59.3213759502832,57.12510288178494,0.5927057819951553,35.815666666666665,0.011091812350291788,0.006010478705230181,7553860.5,17876612.707487356
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,1,512,-1,do_not_pad,33.654740028350794,37.7505798987038,58.5087432882917,56.34718173104817,0.5855555907934973,35.06,0.005504195766642316,0.0058430115965303646,15222207.0,18000991.143412564
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,2,512,-1,do_not_pad,34.377132515264435,38.688755404601686,59.13416561559177,56.947265630061615,0.5908611395212024,35.60366666666667,0.0054067341075773705,0.005675172808631558,15496601.0,18820748.47792258
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,3000,3000,en,fr,32,4,512,-1,do_not_pad,34.53439601912028,39.03223550535246,59.3213759502832,57.12510288178494,0.5927057819951553,35.815666666666665,0.010938684810250156,0.005806861532348285,7659604.5,18503454.81831192
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,64,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0081861859653145,0.0063857964950760375,1832.3552,3131.950730879321
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,64,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0087375831790268,0.00574285537004466,1716.7219,3482.5881397470175
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,64,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0079619330354034,0.005977254139170714,1883.9647,3346.01800999795
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,128,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0086230819579213,0.005419308956908506,1739.5172,3690.5074353629734
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,128,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0085128508508205,0.006018267851322835,1762.0419,3323.2153327313163
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,128,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0080638041254132,0.006005686275394848,1860.1642,3330.177282476362
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,256,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0088991450611501,0.005810194354700358,1685.5552,3442.2256432472536
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,256,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0083722390700131,0.00579279956873502,1791.6355,3452.562057894128
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,256,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0091902290005236,0.005853492888577581,1632.1682,3416.763354923981
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,512,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0081262360326945,0.005622143783655564,1845.8732,3557.361883583105
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,512,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0090311770327389,0.005902920337393825,1660.9132,3388.1534658877204
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,512,10,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0077032700646668,0.005993331061853485,1947.2251,3337.0424215836397
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,64,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0088440659455955,0.005577216990978252,1696.0526,3586.0179068435295
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,64,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0143342269584536,0.005906031385529735,1046.4464,3386.3687296010066
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,64,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0075002070516347,0.005920121867564419,1999.9448,3378.3088334004424
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,128,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0091036788653582,0.0054148294668840205,1647.6855,3693.560456948067
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,128,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0095843949820846,0.00573443102184678,1565.044,3487.70434656985
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,128,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0088251938577741,0.0057483031303576905,1699.6793,3479.287634358888
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,256,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0087599540129303,0.005399332982242832,1712.3378,3704.161248394091
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,256,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0076528501231223,0.0062527877278625455,1960.0541,3198.573319685811
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,256,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0088697150349617,0.006029940121585367,1691.148,3316.782521339811
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,512,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0085257310420274,0.005861756624653895,1759.3799,3411.9465001126505
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,512,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0091599591542035,0.005976011767052065,1637.5619,3346.713624338443
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,512,10,do_not_pad,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0079300228971987,0.006011725835768195,1891.5457,3326.8316863362656
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,64,30,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0089144159574061,0.005665670050994295,1682.6677,3530.0326033793845
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,64,30,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0073825558647513,0.005990043375641055,2031.8165,3338.873985676205
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,64,30,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0092213000170886,0.006064081065622776,1626.6688,3298.108944054167
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,128,30,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0077086701057851,0.005819392635634027,1945.8608,3436.7847732997975
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,2,128,30,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0093281411100178,0.005997496133204495,1608.0375,3334.7249511795667
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,4,128,30,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0095122039783746,0.006130095349536004,1576.9216,3262.591992392717
facebook/nllb-200-distilled-600M,615073792,False,,wmt14,1,1,en,fr,32,1,256,30,pad_to_max_length,100.00000000000004,100.00000000000004,100.0,100.0,0.9990234375,20.0,0.0084522399120032,0.005787708600492811,1774.6775,3455.598990988773
